1260,554,-5.0,-98.4875
1258,508,-5.0,-95.4875
1257,464,-5.0,-92.4875
1255,417,-5.0,-89.4875
1212,556,-2.0,-98.4875
1211,511,-2.0,-95.4875
1209,467,-2.0,-92.4875
1207,422,-2.0,-89.4875
1166,558,1.0,-98.4875
1165,515,1.0,-95.4875
1163,471,1.0,-92.4875
1161,427,1.0,-89.4875
1120,561,4.0,-98.4875
1119,518,4.0,-95.4875
1118,475,4.0,-92.4875
1116,431,4.0,-89.4875
